Rank,Player,Int,Tm,Boxscore
,Emlen Tunnell+,3,NYG,"New York Giants vs. Green Bay Packers, November 21, 1948"
Rank,Player,Int,Tm,Boxscore
,Tony Compagno,3,PIT,"Pittsburgh Steelers vs. Washington Redskins, October 10, 1948"
,Johnny Lujack,3,CHI,"Chicago Bears vs. Green Bay Packers, September 26, 1948"
,Art Faircloth,3,NYG,"New York Giants vs. Boston Yanks, September 23, 1948"
,Bob Forte,3,GNB,"Green Bay Packers vs. Detroit Lions, December 7, 1947"
,Frank Reagan,3,NYG,"New York Giants vs. Green Bay Packers, November 23, 1947"
,Frank Reagan,3,NYG,"New York Giants vs. Detroit Lions, November 2, 1947"
,Eddie Prokop,3,NYY,"New York Yankees vs. San Francisco 49ers, September 21, 1947"
,Mal Kutner,3,CRD,"Chicago Cardinals vs. Green Bay Packers, November 24, 1946"
,Tom Colella,3,CLE,"Cleveland Browns vs. Chicago Rockets, November 17, 1946"
,Bob Waterfield+,3,RAM,"Los Angeles Rams vs. Chicago Cardinals, November 17, 1946"
,Herm Rohrig,3,GNB,"Green Bay Packers vs. Chicago Cardinals, November 10, 1946"
,Gil Steinke,3,PHI,"Philadelphia Eagles vs. New York Giants, November 10, 1946"
,Bob Sweiger,3,NYY,"New York Yankees vs. Los Angeles Dons, October 27, 1946"
,Steve Bagarus,3,WAS,"Washington Redskins vs. Detroit Lions, October 6, 1946"
,Roy Zimmerman,3,PHI,"Philadelphia Eagles vs. Bos/Bkn Yanks/Tigers, December 9, 1945"
,Bob Margarita,3,CHI,"Chicago Bears vs. Detroit Lions, November 11, 1945"
,Jim Gillette,3,RAM,"Cleveland Rams vs. Green Bay Packers, November 11, 1945"
,Bob Waterfield+,3,RAM,"Cleveland Rams vs. Green Bay Packers, November 11, 1945"
,Roy Zimmerman,3,PHI,"Philadelphia Eagles vs. Cleveland Rams, December 10, 1944"
,Ted Fritsch,3,GNB,"Green Bay Packers vs. Cleveland Rams, November 12, 1944"
,Howie Livingston,3,NYG,"New York Giants vs. Brooklyn Tigers, October 15, 1944"
,Irv Comp,3,GNB,"Green Bay Packers vs. Brooklyn Dodgers, November 21, 1943"
,Ward Cuff,3,NYG,"New York Giants vs. Philadelphia Eagles, September 13, 1941"
